0.0000;24960.0000
26160.0000;56240.0000
56480.0000;57440.0000
57680.0000;62480.0000
62840.0000;68160.0000
68840.0000;77400.0000
78200.0000;81440.0000
81840.0000;81840.0000
82240.0000;82640.0000
83040.0000;100200.0000
101320.0000;101680.0000
102360.0000;103920.0000
104160.0000;104160.0000
104800.0000;107040.0000
107360.0000;110560.0000
111040.0000;115360.0000
116000.0000;117280.0000
118160.0000;120560.0000
121040.0000;122560.0000
122800.0000;158800.0000
159040.0000;174160.0000
174480.0000;176560.0000
176800.0000;176880.0000
177200.0000;258240.0000
258640.0000;305600.0000
305840.0000;380560.0000
390960.0000;408960.0000
409440.0000;540960.0000
548320.0000;583440.0000
