120.0000;25560.0000
25800.0000;43400.0000
43720.0000;83960.0000
84440.0000;99320.0000
107560.0000;118280.0000
118520.0000;128200.0000
128440.0000;133640.0000
133880.0000;135240.0000
135560.0000;136200.0000
136920.0000;137800.0000
138040.0000;155000.0000
155320.0000;184520.0000
184760.0000;184840.0000
185080.0000;211400.0000
219880.0000;265560.0000
265800.0000;345000.0000
350440.0000;350440.0000
350840.0000;351080.0000
355240.0000;373880.0000
374440.0000;391480.0000
391880.0000;391960.0000
392280.0000;392280.0000
392520.0000;413880.0000
414440.0000;429080.0000
436360.0000;456040.0000
456280.0000;457800.0000
458280.0000;458440.0000
459160.0000;467000.0000
467240.0000;500600.0000
507240.0000;534360.0000
534600.0000;553880.0000
554440.0000;554600.0000
554840.0000;557640.0000
558440.0000;558600.0000
566040.0000;585960.0000
586200.0000;594520.0000
603000.0000;651480.0000
652040.0000;678520.0000
678760.0000;680200.0000
680520.0000;694120.0000
701480.0000;745880.0000
746120.0000;788920.0000
