40.0000;19320.0000
19720.0000;29800.0000
30040.0000;70760.0000
71080.0000;82840.0000
85720.0000;115160.0000
115480.0000;162120.0000
165640.0000;276440.0000
281320.0000;386680.0000
386920.0000;423000.0000
423480.0000;429800.0000
432520.0000;470200.0000
470440.0000;527320.0000
531720.0000;548600.0000
548920.0000;551240.0000
552680.0000;559880.0000
560200.0000;563320.0000
570360.0000;572920.0000
574440.0000;594760.0000
595080.0000;595080.0000
595560.0000;597000.0000
597320.0000;671880.0000
675080.0000;679560.0000
679960.0000;734440.0000
737960.0000;807400.0000
810520.0000;812680.0000
812920.0000;815400.0000
815720.0000;837640.0000
841480.0000;872680.0000
873080.0000;876920.0000
880760.0000;883640.0000
883960.0000;923000.0000
923320.0000;940520.0000
944920.0000;968600.0000
968920.0000;987480.0000
987880.0000;990120.0000
