0.0000;7280.0000
7880.0000;24640.0000
24920.0000;48600.0000
48840.0000;106200.0000
106440.0000;106520.0000
106760.0000;119800.0000
120040.0000;121960.0000
122200.0000;156280.0000
156520.0000;181480.0000
181720.0000;184920.0000
185320.0000;185320.0000
185880.0000;188280.0000
189320.0000;191880.0000
192520.0000;212280.0000
212520.0000;216840.0000
217160.0000;217320.0000
217640.0000;220440.0000
220680.0000;220680.0000
221480.0000;222440.0000
222680.0000;232440.0000
232760.0000;247480.0000
247800.0000;248520.0000
248760.0000;273720.0000
274120.0000;277080.0000
277400.0000;286200.0000
286760.0000;297960.0000
298360.0000;309480.0000
309720.0000;313880.0000
314120.0000;314920.0000
