0.0000;88379.9583
90965.8750;94636.2083
95553.7917;109400.9583
110985.8750;130922.4583
131422.9583;131506.3750
132006.8750;132006.8750
132340.5417;161202.7083
162787.6250;199407.5417
199908.0417;200158.2917
201492.9583;223598.3750
223848.6250;223848.6250
226684.7917;275233.2917
276317.7083;293751.7917
294836.2083;345219.8750
346220.8750;371913.2083
372747.3750;372830.7917
373247.8750;419710.9583
420128.0417;420211.4583
421712.9583;476934.7917
478436.2917;536577.7083
538162.6250;593801.5417
596470.8750;622747.1250
622997.3750;622997.3750
624915.9583;647772.1250
649774.1250;670461.4583
671879.5417;730771.7083
732773.7083;750207.7917
751125.3750;772563.4583
774732.2917;910618.0417
910951.7083;910951.7083
911869.2917;923047.1250
924381.7917;943400.7917
943651.0417;943651.0417
944985.7083;1026066.7083
1026567.2083;1026650.6250
1026984.2917;1026984.2917
1027401.3750;1073864.4583
1074448.3750;1074698.6250
1075866.4583;1144434.9583
1146103.2917;1155946.4583
1157447.9583;1169626.7917
1172212.7083;1201074.8750
1202993.4583;1220928.0417
1223096.8750;1293500.5417
