2836.1695;10510.5105
10777.4441;11511.5115
11778.4451;17584.2509
21388.0547;22756.0894
23256.5899;23323.3233
26659.9933;27160.4938
28661.9953;33299.9666
33500.1668;55655.6557
56256.2563;57057.0571
58725.3921;63997.3307
64397.7311;113146.4798
113346.6800;115015.0150
115215.2152;118218.2182
118485.1518;118485.1518
118752.0854;119285.9526
119486.1528;119753.0864
119953.2866;126426.4264
126626.6266;127160.4938
127360.6940;139639.6396
140040.0400;194361.0277
194828.1615;206506.5065
206706.7067;231731.7317
232866.1995;358792.1255
358992.3257;362529.1959
362729.3961;375342.0087
375542.2089;407040.3737
407240.5739;438605.2719
439005.6723;457357.3574
459826.4932;460026.6934
460360.3604;471438.1048
471638.3050;471705.0384
474240.9076;484918.2516
485118.4518;485452.1188
485652.3190;509409.4094
509809.8098;511678.3450
512078.7454;526359.6930
526626.6266;531698.3650
531898.5652;532432.4324
532632.6326;541775.1084
542042.0420;546446.4464
547981.3146;547981.3146
548181.5148;548915.5822
549115.7824;549115.7824
549449.4494;549449.4494
549849.8498;549849.8498
550183.5169;550183.5169
550583.9173;561661.6617
561861.8619;563530.1969
563997.3307;563997.3307
564531.1979;565065.0651
565532.1989;565532.1989
565799.1325;566066.0661
566332.9997;568068.0681
568335.0017;568868.8689
569135.8025;571071.0711
571271.2713;579612.9463
579879.8799;581748.4151
581948.6153;582282.2823
583016.3497;585752.4191
586753.4201;588221.5549
588421.7551;603703.7037
604104.1041;684984.9850
685185.1852;685185.1852
685852.5192;686453.1198
686853.5202;695729.0624
695995.9960;704471.1378
704804.8048;706606.6066
706806.8068;707340.6740
707607.6076;708341.6750
708875.5422;709075.7424
710210.2102;710210.2102
711478.1448;712612.6126
712946.2796;716816.8168
717150.4838;732565.8992
732899.5662;905872.5392
