0.0000;5880.0000
6120.0000;17160.0000
17720.0000;26040.0000
27080.0000;33560.0000
33800.0000;34200.0000
43240.0000;89400.0000
100680.0000;150600.0000
170040.0000;194280.0000
203320.0000;274520.0000
285880.0000;311320.0000
311960.0000;312360.0000
312680.0000;441960.0000
442200.0000;469880.0000
471000.0000;506280.0000
506600.0000;524120.0000
525880.0000;551640.0000
552040.0000;552360.0000
552680.0000;555160.0000
555400.0000;555400.0000
555640.0000;581960.0000
582280.0000;625720.0000
625960.0000;655800.0000
656200.0000;656440.0000
656680.0000;675160.0000
675480.0000;675560.0000
675800.0000;692680.0000
693000.0000;696120.0000
