2702.7000;24257.5667
25525.5000;25992.6333
26860.1667;45078.3667
51084.3667;89322.5667
95128.3667;95128.3667
97464.0333;101201.1000
105338.5667;132899.4333
133433.3000;142842.7000
143042.9000;143910.4333
144110.6333;160994.1667
161661.5000;161728.2333
162262.1000;162328.8333
164998.1667;164998.1667
169669.5000;195228.3667
198031.1667;198031.1667
198364.8333;198631.7667
199032.1667;199032.1667
199232.3667;207373.8333
209042.1667;211044.1667
211244.3667;211578.0333
213379.8333;279112.1667
281514.5667;285852.2333
286853.2333;286853.2333
287320.3667;287520.5667
288855.2333;289322.3667
289789.5000;289789.5000
294661.0333;315281.6333
316883.2333;317684.0333
317884.2333;317884.2333
318084.4333;318084.4333
318951.9667;334100.4333
334567.5667;355321.6333
355521.8333;355521.8333
355722.0333;355722.0333
355988.9667;355988.9667
356389.3667;359058.7000
362729.0333;376476.1000
376676.3000;377343.6333
377543.8333;377677.3000
378144.4333;386419.3667
386619.5667;402835.7667
403302.9000;409375.6333
409776.0333;411043.9667
411644.5667;413312.9000
413513.1000;417717.3000
418785.0333;420119.7000
421254.1667;421387.6333
421988.2333;421988.2333
422188.4333;423456.3667
423856.7667;432999.2333
433332.9000;436669.5667
436936.5000;443743.3000
444010.2333;455888.7667
456155.7000;464430.6333
464697.5667;465698.5667
465965.5000;466032.2333
466432.6333;466766.3000
467233.4333;467366.9000
467767.3000;508407.9000
508941.7667;591090.5000
