0.0000;55433.3333
55700.0000;74433.3333
74766.6667;77300.0000
77566.6667;80233.3333
80966.6667;81566.6667
81966.6667;89500.0000
89900.0000;116833.3333
117166.6667;147833.3333
148433.3333;192300.0000
192700.0000;193766.6667
194033.3333;243566.6667
243900.0000;247566.6667
247833.3333;248966.6667
249233.3333;257100.0000
257433.3333;257566.6667
258433.3333;261166.6667
261433.3333;263366.6667
264033.3333;266433.3333
266700.0000;274500.0000
274900.0000;291833.3333
292100.0000;293766.6667
294100.0000;295633.3333
295900.0000;304500.0000
305433.3333;305766.6667
306033.3333;307366.6667
307633.3333;337366.6667
337633.3333;401166.6667
401566.6667;413500.0000
413766.6667;425566.6667
425833.3333;460500.0000
460833.3333;463166.6667
463633.3333;463766.6667
464833.3333;468433.3333
468833.3333;468833.3333
469100.0000;469166.6667
469500.0000;476900.0000
478500.0000;483566.6667
484033.3333;484166.6667
484566.6667;484766.6667
485833.3333;490433.3333
491566.6667;510100.0000
510433.3333;522233.3333
523766.6667;536366.6667
537233.3333;537233.3333
537700.0000;537833.3333
538100.0000;568300.0000
568766.6667;572166.6667
572833.3333;601766.6667
602033.3333;608366.6667
608633.3333;613566.6667
614100.0000;639966.6667
640233.3333;647033.3333
647500.0000;650833.3333
651233.3333;667700.0000
668100.0000;674900.0000
675166.6667;684833.3333
685233.3333;695966.6667
696300.0000;705433.3333
705700.0000;708100.0000
708766.6667;717233.3333
717700.0000;730700.0000
730966.6667;746966.6667
747233.3333;758033.3333
758300.0000;778300.0000
779433.3333;794700.0000
795100.0000;797966.6667
798300.0000;818033.3333
818300.0000;819833.3333
820366.6667;844100.0000
844366.6667;849900.0000
850233.3333;850233.3333
850500.0000;854033.3333
854500.0000;860833.3333
861100.0000;862766.6667
863233.3333;868100.0000
868433.3333;879033.3333
879300.0000;905966.6667
906300.0000;920900.0000
921366.6667;930633.3333
931900.0000;946833.3333
947833.3333;961366.6667
962166.6667;967500.0000
968166.6667;984300.0000
984833.3333;984966.6667
985633.3333;1004366.6667
1004633.3333;1021966.6667
1022300.0000;1023233.3333
1023633.3333;1031900.0000
1032166.6667;1036633.3333
1036900.0000;1037233.3333
1037500.0000;1043433.3333
1044166.6667;1055700.0000
1056033.3333;1061566.6667
1061900.0000;1065966.6667
1066500.0000;1077233.3333
1077500.0000;1078900.0000
1079500.0000;1110433.3333
1110700.0000;1110700.0000
1110966.6667;1114633.3333
1115166.6667;1118033.3333
1118433.3333;1143766.6667
1144033.3333;1154566.6667
1154833.3333;1157033.3333
1157766.6667;1157966.6667
1158300.0000;1167500.0000
1168233.3333;1179566.6667
1179966.6667;1182433.3333
1182900.0000;1194833.3333
1195966.6667;1196500.0000
1197500.0000;1199500.0000
1199900.0000;1206766.6667
1207233.3333;1207233.3333
1209233.3333;1212433.3333
1212700.0000;1226966.6667
1227233.3333;1231233.3333
1231566.6667;1232366.6667
1233033.3333;1234366.6667
1234633.3333;1239500.0000
1239766.6667;1239766.6667
1240500.0000;1240633.3333
1241033.3333;1244033.3333
1245166.6667;1250033.3333
1250366.6667;1253633.3333
1255833.3333;1255833.3333
1256766.6667;1273500.0000
1274033.3333;1284300.0000
1284633.3333;1291766.6667
1292166.6667;1295166.6667
1295433.3333;1306033.3333
1306500.0000;1310633.3333
1311100.0000;1321566.6667
1321833.3333;1324366.6667
1324700.0000;1328233.3333
1328500.0000;1333966.6667
1334300.0000;1339700.0000
1339966.6667;1361433.3333
1362100.0000;1363366.6667
1363633.3333;1369433.3333
1369766.6667;1374833.3333
1375100.0000;1377700.0000
1377966.6667;1379100.0000
1380300.0000;1394366.6667
1394766.6667;1396900.0000
1397233.3333;1402166.6667
1402433.3333;1409433.3333
1409766.6667;1410700.0000
1413100.0000;1414633.3333
1414966.6667;1417300.0000
1417766.6667;1419900.0000
1420166.6667;1426233.3333
1427100.0000;1441700.0000
1442033.3333;1443300.0000
1443566.6667;1450766.6667
1451033.3333;1457300.0000
1457633.3333;1459633.3333
1459900.0000;1462033.3333
1462300.0000;1464300.0000
1464566.6667;1468100.0000
1468366.6667;1471300.0000
1471566.6667;1477433.3333
1477833.3333;1483033.3333
1483366.6667;1490100.0000
